assignee,assignees,body,closed_at,comments,created_at,created_by,id,labels,milestone_closed_at,milestone_created_at,milestone_due_on,milestone_id,milestone_number,milestone_updated_at,number,state,team,title,updated_at
user1,"['user1', 'user3', 'user2']","We've to decide how the registration will take place. Currently we are taking email, password as input.
- Add authentication mode as input - magic link/fingerprint. to store which user has registered for magic link. 
- Verify email address? - for magic link to work we need a verified email address. 
- For fingerprint the server doesn't have to do anything, so no case there.
- I can do the validation of password, in the app itself, at least 6 chars.
- After registration
    - do we redirect to the login page
    - or login automatically ? 
    - it will depend if user can immediately login after registering.",2017-02-20T17:39:48Z,8,2017-02-16T15:56:10Z,user1,208162599,"[u'question', u'urgent']",2017-02-20T17:48:28Z,2017-02-08T16:27:33Z,2017-02-19T08:00:00Z,2309835.0,5.0,2017-02-20T17:48:28Z,27,closed,team2,Registration process flow,2017-02-20T17:39:48Z
user1,['user1'],"Getting exception when user enters wrong username or password:

`java.io.FileNotFoundException: https://zapserver.herokuapp.com/api/sessions`",2017-02-15T08:18:53Z,5,2017-02-14T21:50:55Z,user1,207646965,[u'bug'],2017-03-08T18:41:27Z,2017-02-08T16:27:45Z,2017-03-31T07:00:00Z,2309836.0,6.0,2017-03-08T18:45:30Z,26,closed,team2,Error on wrong credentials,2017-02-15T08:19:49Z
,,,2017-02-14T18:25:24Z,0,2017-02-14T18:25:14Z,user1,207596652,,,,,,,,25,closed,team2,Add local Fingerprint authentication in Android app,2017-02-14T18:25:24Z
user1,"['user1', 'user3', 'user2']","So, as you guys know, the register, login and logout function has already been done, and I think I have a pretty solid idea on how to implement the magiclink stuff. Any update on your end? Should we meet up earlier before class to discuss some issues you guys are facing? @thegreyd @KaustubhG ",2017-03-08T18:43:24Z,15,2017-02-14T14:11:33Z,user3,207525794,[u'question'],2017-03-08T18:41:27Z,2017-02-08T16:27:45Z,2017-03-31T07:00:00Z,2309836.0,6.0,2017-03-08T18:45:30Z,24,closed,team2,Status update,2017-03-08T18:43:24Z
user2,['user2'],"- [x] Familiarize with Microsoft  API
- [x] Make a toy app recording and saving voice
- [x] Incorporate functionality in Zap",2017-02-20T17:12:57Z,5,2017-02-09T21:04:42Z,user2,206629388,[u'VoiceDNA'],2017-02-20T17:42:31Z,2017-02-08T16:27:18Z,2017-02-19T08:00:00Z,2309833.0,4.0,2017-02-20T17:42:31Z,23,closed,team2,Voice-DNA : get familiar with API and create a toy working app.,2017-02-20T17:12:57Z
,,,2017-02-09T20:39:32Z,0,2017-02-09T20:39:25Z,user3,206623377,,,,,,,,22,closed,team2,Move server project to seperate repo,2017-02-09T20:39:32Z
,,"@DevArenaCN @thegreyd 
Guys could you create a new repo for the server-side code?
Putting everything in the same repo will create a mess.",2017-02-09T20:40:29Z,7,2017-02-09T18:29:53Z,user2,206590215,[u'urgent'],,,,,,,21,closed,team2,New Repo for server stuff,2017-02-09T20:40:30Z
,,Add server side code in the server folder,2017-02-09T17:38:49Z,0,2017-02-09T17:38:43Z,user3,206576854,,,,,,,,20,closed,team2,Basic registration with Devise using RoR,2017-02-09T17:38:49Z
,,"Basic UI and app flow is in place.
@thegreyd @DevArenaCN  , have a look and then and then I'll go ahead and merge this to the master branch.
",2017-02-09T17:00:42Z,0,2017-02-09T16:17:32Z,user2,206551427,,,,,,,,19,closed,team2,Kg,2017-02-09T17:00:42Z
user1,"['user1', 'user3']","Adding register function to the app, need communication between server and app.

Harold-- Server side API calls creation.

Sid-- Android app side",2017-02-15T08:21:20Z,6,2017-02-09T03:19:20Z,user3,206392808,"[u'Fingerprint', u'MagicLink', u'urgent', u'VoiceDNA']",2017-02-20T17:48:30Z,2017-02-08T16:26:56Z,2017-02-19T08:00:00Z,2309831.0,3.0,2017-02-20T17:48:30Z,18,closed,team2,Adding register function,2017-02-15T08:21:20Z
user1,['user1'],Adding fingerprint authentication function inside the app,2017-02-20T17:47:56Z,3,2017-02-09T02:40:57Z,user3,206387895,[u'Fingerprint'],2017-02-20T17:48:30Z,2017-02-08T16:26:56Z,2017-02-19T08:00:00Z,2309831.0,3.0,2017-02-20T17:48:30Z,17,closed,team2,Fingerprint authentication inside the app,2017-02-20T17:47:56Z
user2,['user2'],"Creating pages shown in the program flow as showed here. Modification can be made by your choice, but I would like to discuss it in this issue first. Thanks!",2017-02-09T18:42:58Z,15,2017-02-09T02:38:07Z,user3,206387523,[u'UI'],2017-02-13T01:52:05Z,2017-02-08T16:26:32Z,2017-02-11T08:00:00Z,2309829.0,2.0,2017-02-13T01:52:05Z,16,closed,team2,Creating all pages in the app,2017-02-09T18:42:58Z
user2,['user2'],"Create a basic structure mimicking the program flow in the mock-up. Once this is setup, more functionality can be added to it.",2017-02-09T16:15:05Z,1,2017-02-09T02:37:56Z,user2,206387502,"[u'enhancement', u'UI']",2017-02-13T01:52:05Z,2017-02-08T16:26:32Z,2017-02-11T08:00:00Z,2309829.0,2.0,2017-02-13T01:52:05Z,15,closed,team2,Build basic place holders for the real stuff in the app,2017-02-09T16:15:05Z
user1,"['user1', 'user3', 'user2']",,2017-02-09T18:43:16Z,4,2017-02-09T01:44:35Z,user3,206380135,"[u'UI', u'urgent']",2017-02-13T01:52:01Z,2017-02-08T16:25:50Z,2017-02-09T08:00:00Z,2309827.0,1.0,2017-02-13T01:52:01Z,14,closed,team2,Work out program flow for the app,2017-02-09T18:43:16Z
,,Test merge.,2017-02-08T21:28:28Z,0,2017-02-08T21:28:17Z,user2,206330010,,,,,,,,13,closed,team2,test branch commit,2017-02-08T21:28:28Z
user1,"['user1', 'user2']",,2017-02-09T21:06:40Z,1,2017-02-08T20:53:35Z,user3,206321320,[u'enhancement'],2017-02-13T01:52:01Z,2017-02-08T16:25:50Z,2017-02-09T08:00:00Z,2309827.0,1.0,2017-02-13T01:52:01Z,12,closed,team2,Make sure to work on your own branch,2017-02-09T21:06:40Z
user1,"['user1', 'user3', 'user2']",,2017-02-23T20:45:15Z,0,2017-02-08T16:49:36Z,user3,206256354,"[u'enhancement', u'lowpriority', u'VoiceDNA']",2017-03-08T18:41:27Z,2017-02-08T16:27:45Z,2017-03-31T07:00:00Z,2309836.0,6.0,2017-03-08T18:45:30Z,11,closed,team2,Add timing module for VoiceDNA auth,2017-02-23T20:45:15Z
user1,"['user1', 'user3', 'user2']",,2017-02-23T20:45:28Z,0,2017-02-08T16:49:03Z,user3,206256167,"[u'enhancement', u'lowpriority', u'MagicLink']",2017-03-08T18:41:27Z,2017-02-08T16:27:45Z,2017-03-31T07:00:00Z,2309836.0,6.0,2017-03-08T18:45:30Z,10,closed,team2,Add timing module to MagicLink,2017-02-23T20:45:28Z
user1,"['user1', 'user3', 'user2']",,2017-02-23T20:45:37Z,0,2017-02-08T16:48:21Z,user3,206255960,"[u'enhancement', u'Fingerprint', u'lowpriority']",2017-03-08T18:41:27Z,2017-02-08T16:27:45Z,2017-03-31T07:00:00Z,2309836.0,6.0,2017-03-08T18:45:30Z,9,closed,team2,Adding timing module for fingerprint auth,2017-02-23T20:45:37Z
user3,['user3'],,2017-02-16T22:42:24Z,1,2017-02-08T16:46:45Z,user3,206255494,[u'MagicLink'],2017-02-20T17:48:28Z,2017-02-08T16:27:33Z,2017-02-19T08:00:00Z,2309835.0,5.0,2017-02-20T17:48:28Z,8,closed,team2,Resources on setting up server for MagicLink,2017-02-16T22:42:24Z
user2,['user2'],,2017-02-09T16:15:22Z,1,2017-02-08T16:37:43Z,user3,206252745,[u'UI'],2017-02-13T01:52:05Z,2017-02-08T16:26:32Z,2017-02-11T08:00:00Z,2309829.0,2.0,2017-02-13T01:52:05Z,7,closed,team2,UI design,2017-02-09T16:15:22Z
user1,"['user1', 'user3', 'user2']",,2017-02-21T15:20:34Z,11,2017-02-08T16:37:36Z,user3,206252705,[u'VoiceDNA'],2017-03-08T18:41:27Z,2017-02-08T16:27:45Z,2017-03-31T07:00:00Z,2309836.0,6.0,2017-03-08T18:45:30Z,6,closed,team2,VoiceDNA issues,2017-02-21T15:20:34Z
user1,"['user1', 'user3', 'user2']",,2017-02-23T20:46:26Z,6,2017-02-08T16:37:19Z,user3,206252623,[u'MagicLink'],2017-03-08T18:41:27Z,2017-02-08T16:27:45Z,2017-03-31T07:00:00Z,2309836.0,6.0,2017-03-08T18:45:30Z,5,closed,team2,MagicLink issues,2017-02-23T20:46:26Z
user1,"['user1', 'user3', 'user2']",,2017-02-21T13:55:41Z,1,2017-02-08T16:35:41Z,user3,206252135,[u'Fingerprint'],2017-03-08T18:41:27Z,2017-02-08T16:27:45Z,2017-03-31T07:00:00Z,2309836.0,6.0,2017-03-08T18:45:30Z,4,closed,team2,Fingerprint authentication issues,2017-02-21T13:55:41Z
user1,"['user1', 'user3', 'user2']",,2017-02-17T04:41:55Z,1,2017-02-08T16:35:12Z,user3,206251994,[u'Fingerprint'],2017-02-20T17:48:30Z,2017-02-08T16:26:56Z,2017-02-19T08:00:00Z,2309831.0,3.0,2017-02-20T17:48:30Z,3,closed,team2,Searching for resources for Fingerprint authentication,2017-02-17T04:41:55Z
user1,"['user1', 'user3']","- [x] Add basic user registration function API

- [x] Migrate from SQlite3 to PostgreSQL

- [x] Host on Heroku

- [x] RESTful with Android side

- [x] Token authentication ability

- [x] Email token

- [x] Magic Link Login",2017-02-17T02:37:33Z,2,2017-02-08T16:34:48Z,user3,206251866,[u'MagicLink'],2017-02-20T17:48:28Z,2017-02-08T16:27:33Z,2017-02-19T08:00:00Z,2309835.0,5.0,2017-02-20T17:48:28Z,2,closed,team2,Set up server for magic link,2017-02-17T02:37:33Z
user1,"['user1', 'user2']",Adding project base code and push it to GitHub,2017-02-08T20:34:13Z,3,2017-02-08T16:25:31Z,user3,206249039,"[u'help wanted', u'UI']",2017-02-13T01:52:01Z,2017-02-08T16:25:50Z,2017-02-09T08:00:00Z,2309827.0,1.0,2017-02-13T01:52:01Z,1,closed,team2,Set up project base code,2017-02-08T20:34:13Z
user1,"['user1', 'user3']","The magic link sent to the email has a typo.

Currently it's http://zzapserver.herokuapp.com

should be zapserver.herokuapp.com",2017-03-27T01:31:05Z,1,2017-03-27T01:21:53Z,user1,217112470,[u'bug'],,,,,,,24,closed,team2,Wrong Magic link,2017-03-27T01:31:05Z
,,,2017-03-10T03:24:16Z,0,2017-03-10T03:24:09Z,user3,213232862,,,,,,,,23,closed,team2,Adding views for Devise,2017-03-10T03:24:16Z
,,,2017-03-10T03:14:26Z,0,2017-03-10T03:14:21Z,user3,213231490,,,,,,,,22,closed,team2,Upgrade security,2017-03-10T03:14:26Z
,,,2017-03-10T03:01:43Z,0,2017-03-10T03:01:38Z,user3,213229931,,,,,,,,21,closed,team2,upgrade security for showing too much info,2017-03-10T03:01:43Z
user1,"['user1', 'user3']","All the registered users with their auth tokens are visible. Not secure. 

This happens when a HTTP GET request is sent to https://zapserver.herokuapp.com/api/users/1, server returns all the details of the user as JSON response.

https://zapserver.herokuapp.com/api/users/1
https://zapserver.herokuapp.com/api/users/2 ..etc.",2017-03-10T03:17:09Z,4,2017-03-09T19:38:09Z,user1,213142248,[u'bug'],,2017-03-09T00:24:41Z,2017-03-14T07:00:00Z,2373287.0,1.0,2017-03-10T04:11:25Z,20,closed,team2,Database information is public,2017-03-10T03:17:09Z
user1,"['user1', 'user3']","Make confirmation mail at Registration, similar to the awesome Magic Link mail. I'm guessing this shouldn't be difficult. ",2017-03-10T04:11:25Z,1,2017-03-09T00:25:10Z,user1,212899351,[u'enhancement'],,2017-03-09T00:24:41Z,2017-03-14T07:00:00Z,2373287.0,1.0,2017-03-10T04:11:25Z,19,closed,team2,Confirmation mail,2017-03-10T04:11:25Z
user3,['user3'],,2017-04-13T20:17:07Z,5,2017-02-28T17:55:22Z,user3,210862176,[u'enhancement'],,,,,,,18,closed,team2,Creating API calls for storing Microsoft cognitive id,2017-04-13T20:17:07Z
user3,['user3'],,2017-02-23T21:28:30Z,1,2017-02-23T14:27:11Z,user3,209775497,[u'enhancement'],,,,,,,17,closed,team2,Modify UI for emails for magiclink and user confirmation,2017-02-23T21:28:30Z
,,Change email format for magic link login,2017-02-23T14:25:52Z,0,2017-02-23T14:25:46Z,user3,209775083,,,,,,,,16,closed,team2,Mail modify,2017-02-23T14:25:52Z
,,Update JSON for successfully sent out magic link,2017-02-20T17:37:00Z,0,2017-02-20T17:36:54Z,user3,208944489,,,,,,,,15,closed,team2,minor change to magicLink return JSON format,2017-02-20T17:37:01Z
user3,['user3'],"When I make the following call, it returns a bad request:
- Call: `curl -k -v -H ""Content-Type:application/json"" -X POST -d ""{'magiclink':{'email':'sid.sharma0@gmail.com'}}"" https://zapserver.herokuapp.com/api/magiclinks/
`
- Response: `{""status"":400,""error"":""Bad Request""}`

Instead when you make this call it accepts
- `curl -k -v -H ""Content-Type:application/json"" -X POST -d '{""magiclink"":{""email"":""sid.sharma0@gmail.com""}}' https://zapserver.herokuapp.com/api/magiclinks/`

- Response: 204

The difference between them is in the JSON body, I inter-changed single and double quotes. I am not able to implement the single quotes version in Java, because strings can't be inside single quotes. 
Please fix this. 


",2017-02-20T13:22:24Z,6,2017-02-20T07:10:40Z,user1,208800315,[u'bug'],,,,,,,14,closed,team2,Magic link api call quotes error,2017-02-20T17:35:49Z
user1,"['user1', 'user3', 'user2']","The email verification step now takes place at the beginning. I was thinking this may not be the ideal choice, because we only need it for the magic link setup, and it increases steps to register(which we are trying to reduce). Actually we can design, so username can be anything not only email - an alias that you use, like Reddit. Reddit only asks for email after registration when it needs to connect with you, ex-when resetting password. 

In either case, the email verification step can be in magic link setup, linked to a button to verify email. If we accept email as username, we'll send to that address; if we accept usernames of any kind, we'll have a field asking for email, and send to that. 

I maybe overlooking somethings. Do share your thoughts.",2017-02-18T17:03:21Z,5,2017-02-18T08:22:09Z,user1,208624465,[u'question'],,,,,,,13,closed,team2,Email verification design discussion.,2017-02-18T17:03:21Z
,,Adding email confirmation method,2017-02-17T14:19:32Z,0,2017-02-17T14:19:08Z,user3,208455140,,,,,,,,12,closed,team2,Magic link,2017-02-17T14:19:32Z
,,,2017-02-17T02:28:35Z,0,2017-02-17T02:28:30Z,user3,208314909,,,,,,,,11,closed,team2,Add authorization with email and token,2017-02-17T02:28:35Z
,,Adding magic link for Android app,2017-02-17T01:41:40Z,0,2017-02-17T01:41:10Z,user3,208306926,,,,,,,,10,closed,team2,Magic link,2017-02-17T01:41:40Z
,,Adding email sending function,2017-02-16T14:00:47Z,0,2017-02-16T14:00:40Z,user3,208129313,,,,,,,,9,closed,team2,Magic link,2017-02-16T14:00:47Z
user3,['user3'],"When entering wrong email address in Login api call, this is returned
`{""status"":500,""error"":""Internal Server Error""}`

Should be changed to 422(or related) with a relevant error message.

- Example
`curl -k -v -H ""Content-Type:application/json"" -d '{""session"":{""password"":""123456789"",""email"":""example@zapserver1.com""}}' https://zapserver.herokuapp.com/api/sessions/`",2017-02-17T02:31:58Z,2,2017-02-15T08:28:19Z,user1,207737106,[u'bug'],,,,,,,8,closed,team2,Error at wrong username when logging in,2017-02-17T02:31:58Z
user3,['user3'],,2017-02-17T02:28:45Z,1,2017-02-14T22:38:36Z,user3,207657691,[u'enhancement'],,,,,,,7,closed,team2,Add authorization calls when directed back to the app,2017-02-17T02:28:45Z
user3,['user3'],,2017-02-17T01:41:59Z,1,2017-02-14T22:38:07Z,user3,207657579,[u'enhancement'],,,,,,,6,closed,team2,Able to use the link to direct back to the app,2017-02-17T01:41:59Z
user3,['user3'],,2017-02-16T14:01:05Z,1,2017-02-14T22:37:43Z,user3,207657492,[u'enhancement'],,,,,,,5,closed,team2,Adding auth token inside email,2017-02-16T14:01:05Z
user3,['user3'],,2017-02-16T14:00:56Z,1,2017-02-14T22:37:25Z,user3,207657419,[u'enhancement'],,,,,,,4,closed,team2,Send email to user's email,2017-02-16T14:00:56Z
user3,['user3'],Create documentation for the API calls used in Android,2017-02-13T14:26:09Z,1,2017-02-09T20:42:13Z,user3,206624023,[u'requirement'],,,,,,,3,closed,team2,Create documentation,2017-04-19T02:36:57Z
user3,['user3'],"- [x] Registration working

- [x] User sign in working

- [x] User log out working",2017-02-13T14:26:41Z,1,2017-02-09T20:41:39Z,user3,206623883,[u'requirement'],,,,,,,2,closed,team2,Basic testing on the API calls,2017-04-19T02:36:50Z
user1,"['user1', 'user3', 'user2']","- [x] Add basic user registration function API

- [x] Migrate from SQlite3 to PostgreSQL

- [x] Host on Heroku

- [x] RESTful with Android side

- [x] Token authentication ability

- [x] Email token

- [x] Magic Link Login",2017-02-17T02:29:07Z,11,2017-02-09T20:40:53Z,user3,206623738,[u'requirement'],,,,,,,1,closed,team2,Server setup for Android App,2017-04-19T02:36:36Z
user3,['user3'],"Requirement:
1)Add Courses - here course_number should be all capitalised, exp> CSC510, not csc510
2)Add Professor - keep the same naming convention for all the professor
3)Add department - keep the same naming convention for all the department

",,0,2017-03-18T15:17:15Z,user1,215200518,"[u'core', u'easy']",,,,,,,21,open,team3,Admin Panel,2017-04-19T15:24:06Z
,,"Think about which chart to use to show which data,
Do we show the most common value or average of all the data values?",2017-04-19T15:22:53Z,2,2017-03-15T14:24:20Z,user1,214405328,"[u'enhancement', u'help wanted']",,2017-02-06T15:46:32Z,2017-02-18T08:00:00Z,2303050.0,3.0,2017-04-19T16:17:45Z,20,closed,team3,Visual representations,2017-04-19T16:14:11Z
user3,['user3'],"Where are we storing the current user and his/her information? I tried using @current_user, but its empty. Li, Can you please look into it. I want the current user info accessible on all pages. For that, you need to create and put that into session variable. ",2017-03-10T22:29:42Z,2,2017-03-10T14:58:22Z,user1,213362605,[u'help wanted'],,2017-02-06T15:22:40Z,2017-02-09T08:00:00Z,2302972.0,1.0,2017-04-19T16:15:59Z,19,closed,team3,Session Management,2017-04-19T16:14:22Z
,,"no 3  pages posted to column I of https://docs.google.com/spreadsheets/d/1VKyJXfArq2DzuIfagd0Ffv2HLPO6mVnPWv8OZxexY-k/edit#gid=0 

- each page describing each solution's progress under the headings ""done, doing, roadblocks""

please fix.",2017-03-09T21:18:04Z,1,2017-03-01T14:53:23Z,timm,211104076,[u'bug'],,,,,,,18,closed,team3,no feb report,2017-04-19T15:42:18Z
,,"Before db migration, we'd better delete all the tables in the local database, otherwise there will be conflict.",2017-03-09T21:18:21Z,1,2017-02-28T03:22:36Z,user4,210676123,[u'note'],,2017-02-06T15:35:12Z,2017-02-12T08:00:00Z,2303013.0,2.0,2017-04-19T16:15:24Z,17,closed,team3,Take care of db migration,2017-04-19T16:14:37Z
user3,"['user3', 'user1']",I am trying to store the data to 2 different tables from the same form. I don't know how to do that. Can someone please look into that. ,2017-03-15T14:22:44Z,1,2017-02-28T00:57:36Z,user1,210655279,[u'help wanted'],,2017-02-06T15:53:40Z,2017-02-19T08:00:00Z,2303066.0,4.0,2017-04-19T16:15:40Z,16,closed,team3,Issue with storing form data to multiple tables,2017-04-19T16:14:50Z
user2,"['user2', 'user1', 'user4']","I met a problem of searching courses. When choosing empty and press search, in ""courses_controller"", @courses = Course.all returns a nil, but I have one item in my database. Can anyone help?",2017-03-09T21:19:03Z,1,2017-02-24T21:33:40Z,user3,210163553,"[u'help wanted', u'question']",,2017-02-06T15:46:32Z,2017-02-18T08:00:00Z,2303050.0,3.0,2017-04-19T16:17:45Z,15,closed,team3,The search course function,2017-04-19T16:14:59Z
,,"I have updated our application, but since we do not have the user view, when the user sign up or login in successfully, our application will always redirect to the home page. After we have the user view and other views, I will change the code to let the our application redirect to the proper place.",2017-02-23T20:20:02Z,2,2017-02-22T03:13:50Z,user4,209340102,[u'note'],,2017-02-06T15:59:38Z,2017-02-23T08:00:00Z,2303096.0,5.0,2017-04-19T16:15:15Z,14,closed,team3,Small issue about login and sign up,2017-04-19T16:15:15Z
,,"a. Should create index for models
b. Check the use of ""uniqueness"", is it working as combined uniqueness or separate uniqueness?",2017-03-09T21:20:02Z,0,2017-02-21T20:18:26Z,user3,209260767,[u'medium'],,2017-02-06T15:35:12Z,2017-02-12T08:00:00Z,2303013.0,2.0,2017-04-19T16:15:24Z,13,closed,team3,Data model fix,2017-04-19T16:15:24Z
user3,"['user3', 'user4']","1. Figure out how to store multiple values in a cell.
2. Create mapping tables for all drop downs.
3. Try to optimize feedback table.
![whatsapp image 2017-02-19 at 10 54 35 pm](https://cloud.githubusercontent.com/assets/21146384/23111439/9b92e548-f6f6-11e6-81ad-5ff906ca8159.jpeg)
",2017-02-24T21:29:16Z,3,2017-02-20T03:57:36Z,user2,208778540,[u'help wanted'],,2017-02-06T15:46:32Z,2017-02-18T08:00:00Z,2303050.0,3.0,2017-04-19T16:17:45Z,12,closed,team3,Database Schema,2017-02-24T21:29:16Z
user3,"['user3', 'user1', 'user4']","@czhao13rm wants to do the development on ""cloud 9"" (https://c9.io/). Do you know if it is able to cooperate with others who develop from local machine? If there are problems, please configure your local develop environment as soon as possible. :)",2017-02-19T22:12:59Z,1,2017-02-19T18:07:17Z,user3,208734367,[u'help wanted'],,2017-02-06T15:53:40Z,2017-02-19T08:00:00Z,2303066.0,4.0,2017-04-19T16:15:40Z,11,closed,team3,Development on cloud 9,2017-04-19T16:15:40Z
,,"a) "".idea"" folder
If you use Rubymine, it will generate a "".idea"" folder which stores personal configuration data. This folder will cause problems while fetching and merging branches. I added a "".gitignore"" file which prevent synchronize such files.

b) ""FeedbackApp/config/database.yml""
This is database configure file. Since we use Heroku to deploy our application, it will automatically generate database file on production. Also, this file stores the role information of PostgreSQL in local environment which we do not want to share.",2017-03-15T14:46:44Z,1,2017-02-19T17:53:38Z,user3,208733465,[u'note'],,2017-02-06T15:46:32Z,2017-02-18T08:00:00Z,2303050.0,3.0,2017-04-19T16:17:45Z,10,closed,team3,Be careful of the gitignore,2017-04-19T16:15:49Z
,,"1) Forum - Check how to add chat/forum feature with the extended like/dislike functionality
2) API - Check whether the RMP API works with the ruby-rails , How to integrate node module with Ruby
          - How to get data from NCSU course catalogue
3) Design questionnaire first
4) HOW TO GET INITIAL DATA? ",2017-04-19T15:25:15Z,0,2017-02-07T22:09:34Z,user1,206031764,[u'hard'],,2017-02-06T15:22:40Z,2017-02-09T08:00:00Z,2302972.0,1.0,2017-04-19T16:15:59Z,9,closed,team3,Critical issues,2017-04-19T16:15:59Z
,,"Things to do: 
1)Authentication - Profile creation for user, Login./Logout features (Restrict to NCSU Users)  
2)Design the views: 
a) Questionnaire to give feedback  -- Devika
b) Visualisation screen for displaying course details (description, API data and Questionnaire answers) -- Chen
c) Suggest courses - factors -- Devika
d) Profile page (My account) -- LI
e) Homepage --Rushi

3)Chat application for Forum -- Rushi
4)How to get API data from RMP and Course Description -- Li

Timeline: 
10th Feb: Complete the wireframes for each view
11th Feb: Devika and Chen - Learn Ruby on Rails properly, Rushi and Li - Try to complete task 3 and 4
12th Feb: Meet for discussing the DB schema
..
..
.. (Planning yet to come for these intermediate days)
..
..
28th Feb: Submission

",2017-03-09T21:19:36Z,1,2017-02-06T21:41:11Z,user1,205716104,[u'enhancement'],,2017-02-06T15:46:32Z,2017-02-18T08:00:00Z,2303050.0,3.0,2017-04-19T16:17:45Z,8,closed,team3,Feb Milestone - Detailed plan and work distribution,2017-04-19T16:16:11Z
,,,2017-03-09T21:19:48Z,0,2017-02-06T16:05:32Z,timm,205630692,[u'question'],,,,,,,7,closed,team3,looking around issue,2017-03-09T21:19:48Z
,,can i add this to projects?,2017-04-19T15:23:26Z,2,2017-02-06T16:05:01Z,timm,205630558,[u'core'],,,,,,,6,closed,team3,test issue,2017-04-19T15:41:59Z
,,"Design database tables and relations.
Design views according to prototype.
Design controllers according to functional specification.",2017-02-12T02:24:00Z,0,2017-02-06T15:40:59Z,user3,205622158,"[u'core', u'hard']",,2017-02-06T15:35:12Z,2017-02-12T08:00:00Z,2303013.0,2.0,2017-04-19T16:15:24Z,5,closed,team3,MVC Design,2017-02-12T02:24:00Z
,,"Roles of users.
Authority of roles.
What can the user do?

",2017-02-20T03:16:03Z,1,2017-02-06T15:37:25Z,user3,205621021,"[u'core', u'medium']",,2017-02-06T15:35:12Z,2017-02-12T08:00:00Z,2303013.0,2.0,2017-04-19T16:15:24Z,4,closed,team3,Write functional specification,2017-02-20T03:16:03Z
,,"Draw basic website prototypes for the following:
1) Forum implementation (Login module, course module, chat console)
2) Course details implementation (Choose course module, How to show - RMP API, Course description API, Design questionnaire)
3)Course suggestion module (Profile creation module, Think how to show suggestions, How to find suggestions)",2017-02-12T02:24:00Z,0,2017-02-06T15:29:15Z,user3,205618295,"[u'core', u'medium']",,2017-02-06T15:22:40Z,2017-02-09T08:00:00Z,2302972.0,1.0,2017-04-19T16:15:59Z,3,closed,team3,Design prototypes,2017-02-12T02:24:00Z
,,"Sharing technical background among group members, decide techniques that would be used to implement the project.
As of now, inclined to use Ruby on Rails for the web development.
Search for other options.
Learn the technology (Ruby, Rails, RSpec) thoroughly before starting the implementation.",2017-02-12T02:24:00Z,0,2017-02-06T15:26:16Z,user3,205617309,"[u'core', u'easy']",,2017-02-06T15:22:40Z,2017-02-09T08:00:00Z,2302972.0,1.0,2017-04-19T16:15:59Z,2,closed,team3,Techniques choosing,2017-02-12T02:24:00Z
user2,"['user2', 'user3', 'user4']","**Outline of Jan report - Team K** 
Abstract - Introduction    -- Rushi
User Study -  a) Research Questions (And why those questions?) -- Rushi
                      b) Responses (How did we collect the data and our user base ?)  --- Devika
Observations  - Survey results for each question ( And what does it indicate ) -- Rushi
A justification for the need of better feedback/review system ( And Why not classEval )? --- Li
Approach and future scope -- Chen
Conclusion - References -- Chen

P.S: I couldn't find enough literature to be added in the report, so please look into that if you get time 
Other tasks: Learn Latex (Devika has already started)
PPT on Google Slides: Li and Chen 
Don't forget to add chits at the end for credits ",2017-02-06T15:41:28Z,0,2017-01-28T17:21:36Z,user1,203818880,"[u'core', u'note']",,2017-02-06T15:46:32Z,2017-02-18T08:00:00Z,2303050.0,3.0,2017-04-19T16:17:45Z,1,closed,team3,Jan report - Outline,2017-04-19T16:17:45Z
,,"- [x] Make folder names short to include all courses [Zubin]
- [x] Add all CSC graduate level courses [Zubin]
- [x] Add users to the Piazza platform [Zubin]
- [ ] Add Fall 2017 students to Piazza forum [Ongoing]
- [ ] Get statistics from the Piazza forum [Zubin] - The waiting is the hardest part",2017-04-19T11:59:56Z,0,2017-03-16T22:16:17Z,user1,214854439,,2017-04-20T20:35:59Z,2017-03-16T22:11:36Z,2017-03-19T07:00:00Z,2392039.0,4.0,2017-04-20T20:35:59Z,15,closed,team4,Evaluation Plan on Piazza,2017-04-19T11:59:56Z
,,"- [x] Add all the courses to the Database [Adrian]
- [x] Add database tables for evaluation stuff [Adrian]
- [x] Track time spent by user on each page [Adrian]
Decided to time manually",2017-03-27T20:37:11Z,0,2017-03-16T22:14:13Z,user1,214853999,,2017-04-20T20:35:59Z,2017-03-16T22:11:36Z,2017-03-19T07:00:00Z,2392039.0,4.0,2017-04-20T20:35:59Z,14,closed,team4,Evaluation Plan on Website,2017-03-27T20:37:11Z
user3,"['user3', 'user1', 'user2']","- [ ] Deploy Website [Fuzail] 
- [x] Get rooms at Hunt for interviews 
- [x] Create Signup Sheet [Fuzail] 
- [ ] Conduct Interviews
- [x] Create questionnaire for interviews
- [ ] Create Report using data from interviews",2017-04-19T11:59:56Z,0,2017-03-14T21:47:40Z,user2,214216769,,2017-04-20T20:35:59Z,2017-03-16T22:11:36Z,2017-03-19T07:00:00Z,2392039.0,4.0,2017-04-20T20:35:59Z,13,closed,team4,Evaluation Plan - General,2017-04-19T11:59:56Z
